Key,german
perkPhysicalConditioningRank2Desc,"Erhöht die Gesundheit des Spielers um 20. Erhöhung der Ausdauerregeneration um 10%."
perkPhysicalConditioningRank3Desc,"Erhöht die Gesundheit des Spielers um 30. Erhöhung der Ausdauerregeneration um 15%."
perkPhysicalConditioningRank4Desc,"Erhöht die Gesundheit des Spielers um 40. Erhöhung der Ausdauerregeneration um 20%."
perkPhysicalConditioningRank5Desc,"Erhöht die Gesundheit des Spielers um 50. Erhöhung der Ausdauerregeneration um 25%."
perkAcceleratedHealingName,Beschleunigte Heilung
perkAcceleratedHealingDesc,"Diese winzigen Naniten in Ihrem Körper wissen, wenn Sie sich verletzen, und machen sich schnell daran, die Wunden zu heilen."
perkAcceleratedHealingRank1Desc,"Regeneriert 30 Sekunden lang 2 PS pro Sekunde bis zu 50% der maximalen Gesundheit, wenn du von einem Feind verletzt wirst. 10% Chance, gebrochene Arme, Beine und Blutungen zu heilen, während die Regeneration aktiv ist."
perkAcceleratedHealingRank2Desc,"Regeneriert 30 Sekunden lang 4 PS pro Sekunde bis zu 50% der maximalen Lebenspunkte, wenn du von einem Gegner verletzt wirst. 20% Chance, gebrochene Arme, Beine und Blutungen zu heilen, während die Regeneration aktiv ist."
perkAcceleratedHealingRank3Desc,"Regeneriert 30 Sekunden lang 6 PS pro Sekunde bis zu 50 % der maximalen Gesundheit, wenn du von einem Gegner verletzt wirst. 30% Chance, gebrochene Arme, Beine und Blutungen zu heilen, während die Regeneration aktiv ist."
perkAcceleratedHealingRank4Desc,"Regeneriert 30 Sekunden lang 8 PS pro Sekunde bis zu 50% der maximalen Gesundheit, wenn du von einem Gegner verletzt wirst. 40% Chance, gebrochene Arme, Beine und Blutungen zu heilen, während die Regeneration aktiv ist."
perkAcceleratedHealingRank5Desc,"Regeneriert 30 Sekunden lang 10 PS pro Sekunde bis zu 50% der maximalen Gesundheit, wenn du von einem Gegner verletzt wirst. 50% Chance, gebrochene Arme, Beine und Blutungen zu heilen, während die Regeneration aktiv ist."
perkGottaGoFastName,Gotta Go Fast
perkGottaGoFastDesc,"Irgendwie, und du hast keine Ahnung wie, kannst du dich viel schneller bewegen als ein normaler Mensch."
perkGottaGoFastRank1Desc,"Erhöht die Mobilität um 3%. Erhöht die Ausdauerregeneration beim Laufen um 5%."
perkGottaGoFastRank2Desc,"Erhöht die Mobilität um 6%. Erhöht die Ausdauerregeneration beim Laufen um 10%."
perkGottaGoFastRank3Desc,"Erhöht die Mobilität um 9%. Erhöht die Ausdauerregeneration beim Laufen um 15%."
perkGottaGoFastRank4Desc,"Erhöht die Mobilität um 12%. Erhöht die Ausdauerregeneration beim Laufen um 20%."
perkGottaGoFastRank5Desc,"Erhöht die Mobilität um 15%. Erhöht die Ausdauerregeneration beim Laufen um 25%."
attRecipesName,"Perks für das Handwerk"
attRecipesDesc,"Hier finden Sie Perks, mit denen Sie Rezepte für das Handwerk freischalten können."
perkAgility,Beweglichkeit
perkAgilityDesc,"Die Beweglichkeit ist das Maß für deine sportlichen Fähigkeiten. Die Steigerung der Agilität verbessert die maximale Ausdauer."
perkAgilityName,Attribut: Gewandtheit
attAgilityRank1Desc,"Geschicklichkeit ist nicht deine Stärke, aber mit ein wenig Übung ist alles möglich."
attAgilityRank2Desc,"Erhöhe deine maximale Ausdauer auf 110. Erhöhe die sichere Falldistanz um einen Meter."
attAgilityRank3Desc,"Erhöhe deine maximale Ausdauer auf 120. Erhöhe die sichere Falldistanz um einen Meter."
attAgilityRank4Desc,"Erhöhe deine maximale Ausdauer auf 130. Erhöhe die sichere Falldistanz um 2 Meter. Springe 1 Meter höher."
attAgilityRank5Desc,"Erhöhe deine maximale Ausdauer auf 140. Erhöhe die sichere Falldistanz um 2 Meter. Springe 1 Meter höher."
attAgilityRank6Desc,"Erhöhe deine maximale Ausdauer auf 150. Erhöhe die sichere Falldistanz um 3 Meter. Springe 1 Meter höher."
attAgilityRank7Desc,"Erhöhe deine maximale Ausdauer auf 160. Erhöhe die sichere Falldistanz um 3 Meter. Erhalte nie ein verstauchtes Bein."
attAgilityRank8Desc,"Erhöhe deine maximale Ausdauer auf 170. Erhöhe die sichere Falldistanz um 4 Meter. Erhalte nie ein verstauchtes Bein."
attAgilityRank9Desc,"Erhöhe deine maximale Ausdauer auf 180. Erhöhe die sichere Falldistanz um 4 Meter. Erhalte nie ein verstauchtes Bein."
perkFortitude,Fortitude
perkFortitudeDesc,"Tapferkeit ist das Maß für deine körperliche Widerstandsfähigkeit. Mit steigender Tapferkeit erhöht sich deine maximale Gesundheit."
perkFortitudeName,Attribut: Tapferkeit
attFortitudeRank1Desc,"Du bist nicht sehr langlebig, aber wenigstens lebst du noch."
attFortitudeRank2Desc,"Erhöht deine maximale Gesundheit auf 110. Verringert den Verbrauch von Nahkampfausdauer um 10%."
attFortitudeRank3Desc,"Erhöhe deine maximale Gesundheit auf 120. Reduziert den Verbrauch von Nahkampfausdauer um 15%."
attFortitudeRank4Desc,"Erhöhen Sie Ihre maximale Gesundheit auf 130. Verringert den Verbrauch von Nahkampfausdauer um 20%."
attFortitudeRank5Desc,"Erhöhen Sie Ihre maximale Gesundheit auf 140. Reduziert den Verbrauch von Nahkampfausdauer um 25%."
attFortitudeRank6Desc,"Erhöhe deine maximale Gesundheit auf 150. Reduziert den Verbrauch von Nahkampfausdauer um 30%."
attFortitudeRank7Desc,"Erhöhen Sie Ihre maximale Gesundheit auf 160. Reduziert den Verbrauch von Nahkampfausdauer um 35%."
attFortitudeRank8Desc,"Erhöhe deine maximale Gesundheit auf 170. Reduziert den Verbrauch von Nahkampfausdauer um 40%."
attFortitudeRank9Desc,"Erhöhen Sie Ihre maximale Gesundheit auf 180. Reduziert den Verbrauch von Nahkampfausdauer um 45%."
perkIntellect,Intellekt
perkIntellectDesc,"Die Intelligenz ist das Maß für deine geistigen Fähigkeiten. Die Steigerung der Intelligenz verbessert die Qualität und Geschwindigkeit des Handwerks."
perkIntellectName,Attribut: Intellekt
perkPerception,Wahrnehmung
perkPerceptionDesc,"Wahrnehmung ist das Maß für deine Sinneswahrnehmung. Die Steigerung der Wahrnehmung erhöht den Schaden und die Genauigkeit mit Fernkampfwaffen."
perkPerceptionName,Attribut: Wahrnehmung
attPerceptionRank1Desc,"Sie treffen zwar Ihr Ziel, richten aber keinen großen Schaden an."
attPerceptionRank2Desc,"Der Schaden von Fernkampfwaffen wurde um 5% und die Genauigkeit um 2% erhöht. Erhöht den Schaden von Kopfschüssen um 25%. Vergrabene Schätze wurden auf 8 Meter eingegrenzt."
attPerceptionRank3Desc,"Erhöht den Schaden von Fernkampfwaffen um 10% und die Genauigkeit um 4%. Erhöht den Schaden von Kopfschüssen um 40%. Vergrabene Schätze wurden auf 7 Meter eingegrenzt."
attPerceptionRank4Desc,"Der Schaden von Fernkampfwaffen wurde um 15% und die Genauigkeit um 6% erhöht. Erhöht den Schaden von Kopfschüssen um 55%. Vergrabene Schätze wurden auf 6 Meter eingegrenzt."
attPerceptionRank5Desc,"Der Schaden von Fernkampfwaffen wurde um 20% und die Genauigkeit um 8% erhöht. Erhöhen Sie den Schaden von Kopfschüssen um 70%. Vergrabene Schätze werden auf 5 Meter eingegrenzt."
attPerceptionRank6Desc,"Erhöht den Schaden von Fernkampfwaffen um 25% und die Genauigkeit um 10%. Erhöht den Schaden von Kopfschüssen um 85%. Vergrabene Schätze wurden auf 4 Meter eingegrenzt."
attPerceptionRank7Desc,"Der Schaden von Fernkampfwaffen wurde um 30% und die Genauigkeit um 12% erhöht. Erhöht den Schaden von Kopfschüssen um 100%. Vergrabene Schätze wurden auf 3 Meter eingegrenzt."
attPerceptionRank8Desc,"Erhöht den Schaden von Fernkampfwaffen um 35% und die Genauigkeit um 14%. Erhöht den Schaden von Kopfschüssen um 115%. Vergrabene Schätze wurden auf 2 Meter eingegrenzt."
attPerceptionRank9Desc,"Erhöht den Schaden von Fernkampfwaffen um 40% und die Genauigkeit um 16%. Erhöht den Schaden von Kopfschüssen um 130%."
perkStrength,"Stärke"
perkStrengthDesc,"Stärke ist das Maß für deine Muskelkraft und verbessert den Schaden mit Nahkampfwaffen und Werkzeugen.  Kraftangriffe erhöhen den Nahkampf- und Blockschaden um 100%."
perkStrengthName,"Attribut: Stärke"
attStrengthRank1Desc,"Jeder möchte ein Bodybuilder sein, aber niemand möchte diese arschschweren Gewichte stemmen."
attStrengthRank2Desc,"Nahkampf- und Blockschaden um 5% erhöht Tragekapazität um 4 erhöht."
attStrengthRank3Desc,"Nahkampf- und Blockschaden um 10% erhöhen"
attStrengthRank4Desc,"Nahkampf- und Blockschaden um 15% erhöht Tragekapazität um 8 erhöht."
attStrengthRank5Desc,"Nahkampf- und Blockschaden um 20% erhöhen"
attStrengthRank6Desc,"Nahkampf- und Blockschaden um 25% erhöht Tragekapazität um 12 erhöht."
attStrengthRank7Desc,"Nahkampf- und Blockschaden um 30% erhöhen"
attStrengthRank8Desc,"Nahkampf- und Blockschaden um 35% erhöht Tragekapazität um 16 erhöht."
attStrengthRank9Desc,"Nahkampf- und Blockschaden um 40% erhöhen"
perkAdvancedEngineeringDesc,"Entwickeln Sie fortschrittliche Gegenstände wie Schusswaffen, elektrische Gegenstände und Fallen."
perkAdvancedEngineeringName,Fortgeschrittene Technik
perkAdvancedEngineeringRank1Desc,Schmied
perkAdvancedEngineeringRank2Desc,"Tüftler"
perkAdvancedEngineeringRank3Desc,Elektriker
perkAdvancedEngineeringRank4Desc,Erfinder
perkAdvancedEngineeringRank5Desc,Fortgeschrittener Ingenieur
perkAdvancedEngineeringRank1LongDesc,"Verringert die Herstellungszeit von Schmiederezepten um 5%. Schaltet das Rezept ""Bergbauhelm"" frei."
perkAdvancedEngineeringRank2LongDesc,"Verringert die Herstellungszeit von Werkbankrezepten um 20%. Schaltet die Rezepte für die Werkbank und die Pfeilfalle frei."
perkAdvancedEngineeringRank3LongDesc,"Erhalte 20% XP für das Töten von elektrischen Fallen. Schaltet die Rezepte ""Generatorbank"", ""Drahtrelais"", ""Schalter"", ""Spielerlicht-Variantenblock"", ""Scheinwerfer"", ""Lautsprecher"", ""Druckplatte"", ""Zeitrelais"", ""Bewegungssensor"", ""Stolperdrahtpfosten"", ""Elektrozaunpfosten"", ""Klingenfalle"", ""Metallwerkbank"" und ""Schneiderei"" frei."
perkAdvancedEngineeringRank4LongDesc,"Erhalte 35% XP für das Töten von elektrischen Fallen. Schaltet den Schrotflintenrevolver, die Nagelpistole und verschiedene Rezepte für elektrische Türen frei."
perkAdvancedEngineeringRank5LongDesc,"Erhalte 50% XP für das Töten von elektrischen Fallen. Schaltet die Rezepte ""Automatischer Revolver"", ""Schnecke"" und ""Kettensäge"" frei."
perkAutomaticWeaponsDesc,"Werden Sie zu einem Kommando, das mit automatischen Waffen auf Ihre Feinde losgeht."
perkAutomaticWeaponsName,Automatische Gewehre
perkAutomaticWeaponsRank1Desc,"Erhöht die Feuerrate für automatische Waffen um 5%. Nachladen 10% schneller."
perkAutomaticWeaponsRank2Desc,"Erhöht die Feuerrate für automatische Waffen um 10%. Nachladen 15% schneller."
perkAutomaticWeaponsRank3Desc,"Erhöht die Feuerrate für automatische Waffen um 15%. Nachladen 20% schneller. Kommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt dir 5 Ausdauer."
perkAutomaticWeaponsRank4Desc,"Erhöht die Feuerrate für automatische Waffen um 20%. Nachladen 25% schneller. Kommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt dir 7 Ausdauer."
perkAutomaticWeaponsRank5Desc,"Erhöht die Feuerrate für automatische Waffen um 25%. Lädt 30% schneller nach. Kommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt Ihnen 10 Ausdauer."
perkCharismaticNatureDesc,"Du weißt, wie man mit Menschen umgeht, was dir mehr Quest-Belohnungen und bessere Geschäfte beim Kaufen und Verkaufen einbringt."
perkCharismaticNatureName,Charismatischer Charakter
perkCharismaticNatureRank1Desc,Inspirierend
perkCharismaticNatureRank2Desc,Teamleiter
perkCharismaticNatureRank3Desc,Motivationsredner
perkCharismaticNatureRank4Desc,"Truppführer"
perkCharismaticNatureRank5Desc,Befehlshaber der Armee
perkCharismaticNatureRank1LongDesc,"Erzielen Sie ein um 2 % besseres Geschäft beim Kauf und ein um 3 % besseres Geschäft beim Verkauf."
perkCharismaticNatureRank2LongDesc,Sie erhalten ein um 4 % besseres Angebot beim Kauf und ein um 6 % besseres Angebot beim Verkauf.
perkCharismaticNatureRank3LongDesc,"Erzielen Sie einen um 6 % besseren Deal beim Kauf und einen um 9 % besseren Deal beim Verkauf. Öffnet mehr vom geheimen Vorrat des Händlers."
perkCharismaticNatureRank4LongDesc,"Erhalte einen 8% besseren Deal beim Kauf und einen 12% besseren Deal beim Verkauf. Erhalte zusätzliche Herzöge für das Abschließen von Quests."
perkCharismaticNatureRank5LongDesc,"Erhalte einen 10% besseren Deal beim Kauf und einen 15% besseren Deal beim Verkauf. Sie können jetzt zwei Questbelohnungen wählen."
perkExplosiveWeaponsDesc,"Spezialisieren Sie sich auf explosive Waffen, um Ihre Feinde zu betäuben, zu verkrüppeln und zu zerstückeln."
perkExplosiveWeaponsName,Explosivwaffen
perkExplosiveWeaponsRank1Desc,"Nachladegeschwindigkeit um 15% erhöht. 10% schnelleres Anvisieren. 50% Chance, Feinde zu betäuben."
perkExplosiveWeaponsRank2Desc,"Nachladegeschwindigkeit um 20% erhöht. 20% schnelleres Zielen. 100% Chance, Gegner zu betäuben."
perkExplosiveWeaponsRank3Desc,"Nachladegeschwindigkeit um 25% erhöht. 30% Schnelleres Anvisieren. 75% Chance, Gegner zu verkrüppeln."
perkExplosiveWeaponsRank4Desc,"Nachladegeschwindigkeit um 30% erhöht. 40% schnelleres Anvisieren. 50% Chance auf Zerstückelung."
perkExplosiveWeaponsRank5Desc,"Nachladegeschwindigkeit um 35% erhöht. 50% Schnelleres Zielen. 100% Chance zu zerstückeln."
perkFlurryOfBlowsDesc,"Spezialisieren Sie sich auf einhändige Nahkampfwaffen und schlagen Sie Ihren Gegnern mit schnellen, wütenden Schlägen den Teer aus dem Leib."
perkFlurryOfBlowsName,Schlagabtausch
perkFlurryOfBlowsRank1Desc,"Schnelle Hände"
perkFlurryOfBlowsRank2Desc,Schnelle Angriffe
perkFlurryOfBlowsRank3Desc,"Plötzlicher Streik"
perkFlurryOfBlowsRank4Desc,Verheerende Geschwindigkeit
perkFlurryOfBlowsRank5Desc,Schlagabtausch
perkFlurryOfBlowsRank1LongDesc,"Nahkampf-Angriffstempo um 5% erhöht Diese Fähigkeit gilt für Keulen, Schläger, Messer, Macheten und Betäubungsstöcke."
perkFlurryOfBlowsRank2LongDesc,"Nahkampf-Angriffstempo um 10% erhöht"
perkFlurryOfBlowsRank3LongDesc,"Nahkampf-Angriffstempo um 15% erhöht"
perkFlurryOfBlowsRank4LongDesc,"Nahkampf-Angriffstempo um 20% erhöht"
perkFlurryOfBlowsRank5LongDesc,"Nahkampf-Angriffstempo um 25% erhöht"
perkGreaseMonkeyDesc,"Lerne, aus Schrott im Ödland Fahrzeuge und motorisierte Werkzeuge zu bauen!"
perkGreaseMonkeyName,"Fettnäpfchen"
perkGreaseMonkeyRank1Desc,Auszubildender Mechaniker
perkGreaseMonkeyRank2Desc,Mechaniker Kesselflicker
perkGreaseMonkeyRank3Desc,Qualifizierter Mechaniker
perkGreaseMonkeyRank4Desc,Fortgeschrittener Mechaniker
perkGreaseMonkeyRank1LongDesc,"Du kannst jetzt Räder, Benzinkanister, Minibikes, Dirtbikes und den UAZ herstellen"
perkGreaseMonkeyRank2LongDesc,"Ihr könnt jetzt die Werkbank des Mechanikers, Fahrzeug-Mods, Cruiser, Nova und Junker herstellen."
perkGreaseMonkeyRank3LongDesc,"Du kannst jetzt das Motorrad, die Ratte, den alten Sattelschlepper und den Arbeitslaster herstellen."
perkGreaseMonkeyRank4LongDesc,"Du kannst jetzt den 4x4, den Charger, den Pickup und das GNX Auto herstellen."
perkTurretsDesc,"Du bist von der Robotik fasziniert. Du lernst, wie man einsatzfähige Waffen benutzt und herstellt."
perkTurretsName,Robotik Erfinder
perkTurretsRank1Desc,Wissenschaftliche Projekte
perkTurretsRank2Desc,Grundlagen der Robotik
perkTurretsRank3Desc,Automatisierte Waffensysteme
perkTurretsRank4Desc,Fortgeschrittene Robotik
perkTurretsRank5Desc,Robotik-Experte
perkTurretsRank1LongDesc,"Sie haben einige verrückte, innovative Ideen, aber an der Umsetzung könnte man noch arbeiten. Roboter der Qualität 11, die 10% mehr Schaden verursachen, 30% schneller feuern und zusätzlich 10 Schuss nachladen können, werden hergestellt.
\nDie aktive Reichweite von Robotern wird von 10 auf 14 Meter erhöht.\nSchaltet die Herstellung von Roboterschlitten frei."
perkTurretsRank2LongDesc,"Du bringst deine Projekte jetzt auf die nächste Stufe. Stellen Sie 21 hochwertige Roboter her, die 20 % mehr Schaden anrichten, 60 % schneller feuern und zusätzlich 20 Schuss nachladen können.\nDie aktive Reichweite der Roboter beträgt 15 Meter."
perkTurretsRank3LongDesc,"Du hast die Grundlagen der automatisierten Waffentechnik gemeistert. Fertige Roboter der Qualität 31, die 30 % mehr Schaden verursachen, eine 90 % schnellere Feuerrate haben und zusätzlich 30 Schuss nachladen. Die aktive Reichweite der Roboter beträgt 16 Meter."
perkTurretsRank4LongDesc,"Sie müssen aus dem Jahr 2077 stammen. Sie entwickeln eine futuristische Technologie. Stellen Sie Roboter der Qualität 41 her, die 40 % mehr Schaden verursachen, eine 120 % schnellere Feuerrate haben und zusätzlich 40 Schuss nachladen können. Roboterwaffen lassen sich 10 % schneller nachladen. Die aktive Reichweite der Roboter beträgt 17 m. Sie können jetzt zwei Roboter gleichzeitig aktivieren."
perkTurretsRank5LongDesc,"Du bist jetzt ein Top-Experte in der Robotik. Stellen Sie 51 hochwertige Roboter her. Lade Roboterwaffen 20 % schneller nach und lade zusätzlich 50 Schuss nach.\n
 Die aktive Reichweite von Robotern beträgt 18 Meter.\nSie können jetzt drei Roboter gleichzeitig aktiv haben."
perkHammerForgeDesc,"Benutze Schmieden und Werkstätten, um bessere Waffen und Rüstungen herzustellen."
perkHammerForgeName,Hammer & Schmiede
perkHammerForgeRank1LongDesc,"Du kannst Schrottwerkzeuge herstellen. Schaltet das Rezept ""Laterne"" frei."
perkHammerForgeRank2LongDesc,Du kannst eine Schmiede herstellen und mit geschmiedetem Eisen bauen. An einer Werkbank kannst du Werkzeuge und Waffen aus Eisen herstellen.
perkHammerForgeRank3LongDesc,"Du kannst eine Große Schmiede herstellen. Du kannst Eisenrüstungen an einer Werkbank herstellen."
perkHammerForgeRank4LongDesc,"Du kannst jetzt Stahl, den Schmelztiegel, Stahlpfeilspitzen, einen Betonmischer und Beton herstellen."
perkHammerForgeRank5LongDesc,"Sie können Stahlwerkzeuge und die Fortgeschrittene Schmiede herstellen."
perkHammerForgeRank1Desc,Auszubildender
perkHammerForgeRank2Desc,Geselle
perkHammerForgeRank3Desc,Schmied
perkHammerForgeRank4Desc,Maschinist
perkHammerForgeRank5Desc,Wirtschaftsingenieur
perkHeavyMetalDesc,"Spezialisieren Sie sich auf die Zerstörung von Feinden mit schweren Waffen wie Vorschlaghämmern."
perkHeavyMetalName,Schwermetall
perkHeavyMetalRank1Desc,"Machtangriffe verursachen 40% mehr Schaden an betäubten Feinden. Du hast eine Chance von 20%, Gegner mit schweren Waffen niederzuschlagen."
perkHeavyMetalRank2Desc,"Machtangriffe verursachen 80% mehr Schaden an betäubten Feinden. Du hast eine Chance von 30%, Gegner mit schweren Waffen niederzuschlagen."
perkHeavyMetalRank3Desc,"Machtangriffe verursachen 120% mehr Schaden an betäubten Feinden. Du hast eine 40%ige Chance, Feinde mit schweren Waffen niederzuschlagen, 20% für Machtangriffe, um Feinde in der Nähe niederzuschlagen."
perkHeavyMetalRank4Desc,"Machtangriffe verursachen 160% mehr Schaden an betäubten Feinden. Du hast eine 60%ige Chance, Feinde mit schweren Waffen niederzuschlagen, 40% für Machtangriffe, um Feinde in der Nähe niederzuschlagen."
perkHeavyMetalRank5Desc,"Machtangriffe verursachen 200% mehr Schaden an betäubten Feinden. Du hast eine 100%ige Chance, Feinde mit schweren Waffen niederzuschlagen, 60% für Machtangriffe, um Feinde in der Nähe niederzuschlagen."
perkLivingOffTheLandDesc,"Spezialisiere dich darauf, mehr Pflanzen mit deinen Händen oder einem Werkzeug zu ernten."
perkLivingOffTheLandName,Leben auf dem Land
perkLivingOffTheLandRank1Desc,Sammler
perkLivingOffTheLandRank2Desc,"Gärtner"
perkLivingOffTheLandRank3Desc,Landwirt
perkLivingOffTheLandRank4Desc,Industrieller Landwirt
perkLivingOffTheLandRank5Desc,Botaniker
perkSousChefDesc,"Erstellen Sie sättigende Mahlzeiten mit erweiterten Vorteilen."
perkSousChefName,Souschef
perkSousChefRank1LongDesc,"Die Grundlagen des Kochens. Schaltet die Rezepte Roter Tee, Goldrutentee, Apfelsaft, Orangensaft, Reismilch und Tapioka frei."
perkSousChefRank2LongDesc,"Mahlzeiten wie für einen König. Schaltet Rezepte für Eintopf, Steak und Kartoffeln, Blaubeerkuchen, Suppe, Apfelkuchen, Kaffee, Orangenmarmelade, Blaubeermarmelade, Milchreis und Käse frei."
perkSousChefRank3LongDesc,"Getränke Spezial! Schaltet Yucca-Saft-Smoothie, Tomatensaft, Orangentee-Rezepte, Marmeladen-Toast, Blaubeer-Pfannkuchen, Bananen-Pfannkuchen und Käse-Pizza-Rezepte frei."
perkSousChefRank4LongDesc,"Holistic Hearth Feuer. Schaltet die Rezepte Sham Chowder, Hobo Stew, Fish Tacos, Chili Dog, Meat Pizza, Meat Burrito und Fruit Smoothie frei."
perkSousChefRank5LongDesc,"MacDyers geheime Überlebensrezepte. Schaltet Kaffee- und Bierrezepte, Kürbiskuchen, Kürbiskäsekuchen, Kürbisbrot, Philly Cheesesteak und Kaffeekuchenrezepte frei."
perkSousChefRank1Desc,Bachelor
perkSousChefRank2Desc,"Großmutter"
perkSousChefRank3Desc,Schnellkoch
perkSousChefRank4Desc,Armee-Koch
perkSousChefRank5Desc,Souschef
perkFromTheShadowsDesc,"Sie sind darauf spezialisiert, in der Dunkelheit zu verschwinden, um selbst in den kleinsten Schatten zu verschwinden."
perkFromTheShadowsName,Aus den Schatten
perkFromTheShadowsRank1Desc,Schleicher
perkFromTheShadowsRank2Desc,Shadower
perkFromTheShadowsRank3Desc,Stalker
perkFromTheShadowsRank4Desc,Prowler
perkFromTheShadowsRank5Desc,Schatten-Ninja
perkFromTheShadowsRank1LongDesc,Verstecke dich 10% effektiver in den Schatten. Bewegt euch in der Hocke 10% schneller. Alarmierte Feinde verbringen 15% weniger Zeit mit der Suche.
perkFromTheShadowsRank2LongDesc,Verstecke dich 20% effektiver in den Schatten. Bewege dich in der Hocke 20% schneller. Alarmierte Feinde verbringen 30% weniger Zeit mit der Suche.
perkFromTheShadowsRank3LongDesc,Verstecke dich 30% effektiver in den Schatten. Bewegt euch in der Hocke 30% schneller. Alarmierte Feinde verbringen 45% weniger Zeit mit der Suche.
perkFromTheShadowsRank4LongDesc,Verstecke dich 40% effektiver in den Schatten. Bewege dich in der Hocke 40% schneller. Alarmierte Feinde verbringen 60% weniger Zeit mit der Suche.
perkFromTheShadowsRank5LongDesc,Verstecke dich 50% effektiver in den Schatten. Bewege dich in der Hocke 50% schneller. Alarmierte Feinde verbringen 75% weniger Zeit mit der Suche.
perkPainToleranceDesc,"Sie sind darauf spezialisiert, Schläge abzuwehren, Schmerzen zu ertragen und im Kampf zu bleiben, wenn andere schon am Boden liegen."
perkPainToleranceName,Schmerz-Toleranz
perkPainToleranceRank1Desc,Tough
perkPainToleranceRank2Desc,Robuste
perkPainToleranceRank3Desc,Dauerhaft
perkPainToleranceRank4Desc,Masochist
perkPainToleranceRank5Desc,Eisenkinn
perkPainToleranceRank1LongDesc,"Verringert den HP-Verlust um 5%. 20% weniger Chance, betäubt zu werden."
perkPainToleranceRank2LongDesc,"Verringert den HP-Verlust um 10%. 40% weniger Chance, betäubt zu werden."
perkPainToleranceRank3LongDesc,"Verringert den HP-Verlust um 15%. 60% weniger Chance, betäubt zu werden."
perkPainToleranceRank4LongDesc,"Verringert den HP-Verlust um 20%. 80% weniger Chance, betäubt zu werden."
perkPainToleranceRank5LongDesc,"Reduziert den HP-Verlust um 25%. Eisernes Kinn: Keine Chance, betäubt zu werden."
perkPhysicianDesc,Behandlung von Krankheiten und Herstellung moderner Arzneimittel.
perkPhysicianName,Arzt
perkPhysicianRank1Desc,Quacksalber
perkPhysicianRank2Desc,Praktikant
perkPhysicianRank3Desc,Doktor
perkPhysicianRank4Desc,Chirurg
perkPhysicianRank5Desc,Der Wunderheiler
perkPhysicianRank1LongDesc,"Sie können Erste-Hilfe-Verbände, Gipsverbände und Aloe-Creme herstellen."
perkPhysicianRank2LongDesc,"Du kannst Erste-Hilfe-Kästen, Gegengift und den Mörser und Stößel herstellen."
perkPhysicianRank3LongDesc,"Du kannst Steroide herstellen. Alle medizinischen Heilungen, die du an dir selbst anwendest, sind 25% effektiver."
perkPhysicianRank4LongDesc,"Du kannst Recog herstellen. Alle medizinischen Heilungen, die du an dir selbst anwendest, sind 50% effektiver."
perkPhysicianRank5LongDesc,"Wundertäter. Du kannst Fortbites herstellen. Alle medizinischen Heilungen, die du an dir selbst anwendest, sind jetzt doppelt so effektiv. Wenn du andere heilst, erhältst du dieselben Vorteile."
perkSalvageOperationsDesc,"Spare in der Zeit, so hast du in der Not! Verschrotten Sie Gegenstände für mehr Ressourcen."
perkSalvageOperationsName,Bergungsarbeiten
perkSalvageOperationsRank1Desc,Schrottsammler
perkSalvageOperationsRank2Desc,Schnitzeljagd
perkSalvageOperationsRank3Desc,Bergungsarbeiter
perkSalvageOperationsRank4Desc,Teile Sammler
perkSalvageOperationsRank5Desc,Meister Scavenger
perkSalvageOperationsRank1LongDesc,"Bergungsgegenstände (wie der Schraubenschlüssel) werden 10% schneller geerntet und bringen 20% mehr Ressourcen. Schaltet das Rezept für den Schraubenschlüssel frei."
perkSalvageOperationsRank2LongDesc,"Bergungsgegenstände (wie der Schraubenschlüssel) werden 20% schneller geerntet und bringen 40% mehr Ressourcen."
perkSalvageOperationsRank3LongDesc,"Bergungsgegenstände (wie der Schraubenschlüssel) ernten 30% schneller und bringen 60% mehr Ressourcen. Schaltet das Rezept für die Stahlkeule frei."
perkSalvageOperationsRank4LongDesc,"Bergungsgegenstände (wie der Schraubenschlüssel) werden 40% schneller geerntet und bringen 80% mehr Ressourcen."
perkSalvageOperationsRank5LongDesc,"Bergungsgegenstände (wie der Schraubenschlüssel) ernten 50% schneller und bringen 100% mehr Ressourcen. Schaltet das Knarrenrezept frei."
perkSelfMedicated,Selbstmedikation
perkSelfMedicatedDesc,"Wir haben uns darauf spezialisiert, die Vorteile einer Medikamentenmischung zu steigern, ohne die Nebenwirkungen zu vernachlässigen."
perkSelfMedicatedRank1Desc,"Trash-Pillen, beste Pillen"
perkSelfMedicatedRank2Desc,Pillenschlucker
perkSelfMedicatedRank3Desc,"Vorsichtiges Zählen"
perkSelfMedicatedRank4Desc,Auszubildender Pharmazeut
perkSelfMedicatedRank5Desc,Apotheker
perkSelfMedicatedRank1LongDesc,"Drogen entziehen Ihnen 50 % weniger Wasser. 20 % weniger Wahrscheinlichkeit, Drogenentzugssymptome zu bekommen. Drogen sind 10% effektiver."
perkSelfMedicatedRank2LongDesc,"Drogen entziehen Ihnen 60 % weniger Wasser. 40 % weniger Wahrscheinlichkeit, Drogenentzugserscheinungen zu bekommen. Drogen sind 20% effektiver."
